"","MyNumber","Collections","ID","sciname","Label","Station","Notes","Muscle","Otolith","Lat_dec.x","Long_dec.x","Year.x","Min.Depth","Max.Depth","Salinity","SST","Weight.x","Weight_SD","Sex","Year.y","Lat_dec.y","Long_dec.y","Min_Depth","Max_Depth","Temp","DIC","Suess","Depth_Mid","D18O_vals","Province","Phyto","Phyto_sd","d13C","d18O","d13C_musc","d13C_musc_SD","Genus","Species","FamCode","BodyShapeI","Compressed","AspectRatio","DepthOverTL","DemersPelag","AnaCat","DepthRangeShallow","DepthRangeDeep","LongevityWild","Length","LTypeMaxM","Weight.y","Family","Order","Neritic","Oceanic","Estuaries","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","UseTroph","UseTrophSe","Schooling","Shoaling","Temperature","mean_Temp","sd_Temp","mean_M","sd_M"
"36","BAS_88","BAS","154","Electrona carlsbergi","ELC","JR177/357/1",NA,NA,"Y",-50.55,-34.05,2008,NA,NA,NA,NA,7.7,0,"M",2008,-50.55,-34.05,3.8,206.8,NA,1.95,-0.1,105.3,-0.366572708,"SANT",-24,2,-2.73,2.87,-25.1430277,0,"Electrona","carlsbergi",167,"fusiform / normal","No",1.14,21.2,"pelagic","migratory",0,400,3,9.6,"SL",14.6,"Myctophidae","Myctophiformes","No","Yes","No",3.22,NA,3.24,0.41,3.22,0,"Yes","Yes","Polar",2.91185283082399,1.71499682650266,0.16094898017466,0.0100669128611809
"37","BAS_89","BAS","157","Electrona carlsbergi","ELC","JR177/357/1",NA,1,"Y",-50.55,-34.05,2008,NA,NA,NA,NA,5.8,0,"F",2008,-50.55,-34.05,3.8,206.8,NA,1.95,-0.1,105.3,-0.366572708,"SANT",-24,2,-2.99,3.07,-24.99926607,0,"Electrona","carlsbergi",167,"fusiform / normal","No",1.14,21.2,"pelagic","migratory",0,400,3,9.6,"SL",14.6,"Myctophidae","Myctophiformes","No","Yes","No",3.22,NA,3.24,0.41,3.22,0,"Yes","Yes","Polar",2.22432298135834,1.71708777566835,0.170988020818001,0.0101437720729723
"38","BAS_90","BAS","103","Gymnoscopelus braueri","GYR","JR15004/66/1",NA,1,"Y",-60.0328,-46.6157,2016,NA,NA,NA,NA,8.7,0,"M",2016,-60.03,-46.62,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-5.18,3.8,-26.97327389,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.0846589099888549,1.74024010627817,0.227559149898549,0.0118014502430593
"39","BAS_91","BAS","117","Gymnoscopelus braueri","GYR","JR15004/60/1",NA,1,"Y",-59.9641,-47.1774,2016,NA,NA,NA,NA,8.6,0,"M",2016,-59.96,-47.18,700,1000,NA,1.8,-0.08,850,-0.120896734,"APLR",-30,0.5,-5.17,4.03,-28.23531577,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.212683942290313,1.69263392810024,0.21781832219842,0.0108664472263302
"40","BAS_93","BAS","#113","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,15.6,0,"F",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-5.04,3.98,-28.22301274,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.509247081422178,1.68000498224894,0.213636933024981,0.0107610906609817
"41","BAS_94","BAS","114","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,16.3,0,"M",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.72,4.32,-27.42825786,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-1.67876739011873,1.68315669699905,0.208548701787937,0.011187295966021
"42","BAS_95","BAS","#111","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,10.4,0,"J",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.21,4.19,-28.21805771,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-1.26408232914113,1.69584823942156,0.186416316715693,0.0103090065914941
"43","BAS_96","BAS","22","Gymnoscopelus braueri","GYR","JR177/305/2",NA,2,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,6.4,0,"F",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.27,4.13,-25.4,2.07,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-1.43249278082843,1.65245694731702,0.215568491878908,0.0200936938644532
"44","BAS_97","BAS","24","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,3.5,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.53,3.6,-25.41167667,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.364129505612309,1.68994247480541,0.222565369506794,0.0113860600087695
"45","BAS_98","BAS","#108","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,8.4,0,"F",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.14,3.91,-26.46684609,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.254059674069172,1.68750193643876,0.195328236162016,0.0109332305911149
"46","BAS_99","BAS","25","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,5,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.87,3.94,-26.36094876,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.777581530308989,1.68415729004587,0.226864778494302,0.0108826122774896
"47","BAS_100","BAS","27","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,5.9,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.34,3.83,-26.22002723,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.37386184945219,1.68169320322834,0.209377498731596,0.0107494010343218
"48","BAS_101","BAS","28","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,9.4,0,"J",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-3.81,3.9,-25.53234243,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.639920586128874,1.71472917720347,0.195815763740393,0.0107332341481059
"49","BAS_102","BAS","20","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,20.7,0,"M",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.52,4.25,-27.98064968,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-1.8778019336825,1.69868180391198,0.203427443825134,0.00961901931554538
"50","BAS_103","BAS","#109","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,6.2,0,"J",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-5.01,3.79,-26.94995833,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",0.15849882264207,1.708995033857,0.221722872876739,0.0116642476613849
"51","BAS_104","BAS","#110","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,14.1,0,"F",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.19,3.98,-27.78584866,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.538895455568668,1.72782683443905,0.18856357122848,0.0103800754989913
"52","BAS_105","BAS","116","Gymnoscopelus braueri","GYR","JR15004/60/1",NA,1,"Y",-59.9641,-47.1774,2016,NA,NA,NA,NA,11.3,0,"M",2016,-59.96,-47.18,700,1000,NA,1.8,-0.08,850,-0.120896734,"APLR",-30,0.5,-4.25,4.09,-27.47152067,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.376863655378659,1.68864741062958,0.191895391282025,0.0108028498134683
"53","BAS_106","BAS","107","Gymnoscopelus braueri","GYR","JR15004/66/1",NA,1,"Y",-60.0328,-46.6157,2016,NA,NA,NA,NA,13.9,0,"F",2016,-60.03,-46.62,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.19,3.98,-26.38342435,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.506277755586817,1.71462353813194,0.197026683912671,0.0110907597275481
"54","BAS_107","BAS","21","Gymnoscopelus braueri","GYR","JR177/305/2",NA,1,"Y",-52.86,-40.1,2008,NA,NA,NA,NA,6.4,0,"F",2008,-52.86,-40.1,15.5,206,NA,1.9,-0.1,110.75,-0.372630805,"SANT",-24,2,-4.08,3.9,-24.75439549,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.626478650974717,1.70767894393461,0.211154061326036,0.0112898601146357
"55","BAS_110","BAS","102","Gymnoscopelus braueri","GYR","JR15004/73/1",NA,1,"Y",-60.1027,-46.0406,2016,NA,NA,NA,NA,13.9,0,"M",2016,-60.1,-46.04,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.91,4.08,-28.73603932,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.843858319494992,1.67801421083022,0.205907824893346,0.0104848186267965
"56","BAS_111","BAS","101","Gymnoscopelus braueri","GYR","JR15004/73/1",NA,1,"Y",-60.1027,-46.0406,2016,NA,NA,NA,NA,16.1,0,"F",2016,-60.1,-46.04,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-5.19,4.36,-28.46616629,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-1.81693447965635,1.70484122246476,0.216436926658467,0.0107158174190498
"57","BAS_112","BAS","#112","Gymnoscopelus braueri","GYR","JR15004/96/1",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,10.4,0,"J",2016,-60.31,-46.31,200,400,NA,1.8,-0.08,300,-0.261639535,"APLR",-30,0.5,-4.1,3.87,-26.60579589,0,"Gymnoscopelus","braueri",167,"elongated","No",1.08,13.3,"pelagic","migratory",0,1000,4,13.2,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.22,0.32,3.29,0.42,3.22,0.32,"No","No","Polar",-0.129542723637407,1.69009485988308,0.193347681938762,0.0109030595601452
"58","BAS_92","BAS","118","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,NA,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,29.5,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,NA,NA,NA,NA,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.00972342978377,2.99324145904809,NA,NA
"59","BAS_120","BAS","119","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,30.1,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.59,3.18,-24.25138311,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.00464469758461,1.69482976331656,0.15287401085099,0.0114407559976493
"60","BAS_121","BAS","123","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,25.1,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.19,3.24,-25.97154948,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",1.81285388284589,1.74749039154402,0.129504806701212,0.0101942333172249
"61","BAS_122","BAS","126","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,38.7,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.5,3.02,-28.19997914,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.52251073504426,1.70142907595175,0.130057246138716,0.00962971811127686
"62","BAS_123","BAS","124","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,25.3,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.43,3.21,-25.59399812,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",1.88216547770243,1.70086920363794,0.140076786251375,0.0105997117989201
"63","BAS_124","BAS","122","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,21,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.5,2.91,-26.18054557,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.88970056520407,1.70896603201786,0.139388469158446,0.0104960695017753
"64","BAS_125","BAS","125","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,32.2,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.74,3.37,-24.51491171,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",1.34116860648657,1.7029424992968,0.156916499333724,0.0111096658612587
"65","BAS_126","BAS","120","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,32.2,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.4,3.18,-26.28094929,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.00901577208275,1.72190063053048,0.135398587114544,0.0104303353574352
"66","BAS_127","BAS","121","Gymnoscopelus nicholsi","GYN","JR15004/96/2",NA,1,"Y",-60.3073,-46.7017,2016,NA,NA,NA,NA,37.7,0,"M",2016,-60.31,-46.31,0,200,NA,1.8,-0.08,100,-0.326009512,"APLR",-30,0.5,-2.25,3.14,-27.84796677,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.14290087360826,1.68967032665908,0.123389593322414,0.00965218276377624
"67","BAS_128","BAS","#3","Gymnoscopelus nicholsi","GYN","JR177/161/2",NA,1,"Y",-59.69,-44.09,2008,NA,NA,NA,NA,35.5,0,"F",2008,-59.68,-44.03,203.3,403.6,NA,1.8,-0.08,303.45,-0.250252336,"APLR",-30,0.5,-2.36,3.06,-26.35605997,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.61205135964329,1.69169166890269,0.136907921687508,0.00908689837703916
"68","BAS_220","BAS","#3","Gymnoscopelus nicholsi","GYN","JR177/161/2",NA,1,"Y",-59.69,-44.09,2008,NA,NA,NA,NA,35.5,0,"F",2008,-59.68,-44.03,203.3,403.6,NA,1.8,-0.08,303.45,-0.250252336,"APLR",-30,0.5,-3.17,3.13,-26.18654474,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.41930956307296,1.70826415084573,0.166081249154588,0.00989747759364293
"69","BAS_129","BAS","#75","Gymnoscopelus nicholsi","GYN","JR177/165/2",NA,1,"Y",-59.68,-44.14,2008,NA,NA,NA,NA,28.4,0,"F",2008,-59.69,-44.09,11.4,209,NA,1.8,-0.08,110.2,-0.322681218,"APLR",-30,0.5,-2.59,3.42,-27.271753,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",1.18009130214555,1.71347325576618,0.140364470983757,0.00889938786125036
"70","BAS_130","BAS","#66","Gymnoscopelus nicholsi","GYN","JR177/334/2",NA,1,"Y",-52.64,-39.09,2008,NA,NA,NA,NA,23.2,0,"F",2008,-52.64,-39.09,406.9,719.6,NA,1.9,-0.11,563.25,0.03448984,"SANT",-24,2,-2.87,3.48,-24.93837411,0,"Gymnoscopelus","nicholsi",167,"elongated","No",1.33,14.6,"pelagic",NA,0,700,4,16.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",3.39,0.33,3.14,0.32,3.39,0.33,"No","No","Polar",2.20943332508102,1.6926926792117,0.165288575354322,0.00997868348581511
"71","BAS_145","BAS","#15","Krefftichthys anderssoni","KRA","JR177/328/1",NA,1,"C",-52.72,-39.08,2008,NA,NA,NA,NA,0.7,0,"F",2008,-52.72,-39.08,204.1,405,NA,1.9,-0.11,304.55,-0.052425493,"SANT",-24,2,-3.61,3.94,-24.16142492,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",0.312767158293522,1.70582389855503,0.19820353842633,0.0111393169361766
"72","BAS_146","BAS","25","Krefftichthys anderssoni","KRA","JR16003/129/1","RAS",1,"C",-54.99,-49.105,2016,NA,NA,NA,NA,0.7,0,"F",2017,-54.68,-45.22,195.6,406.8,1.65,1.85,-0.1,301.2,-0.086165227,"SANT",-24,2,-3.83,3.57,-27.35815891,0,"Krefftichthys","anderssoni",167,"elongated","No",1.41,18.1,"pelagic","migratory",0,1000,2,7.1,"SL",NA,"Myctophidae","Myctophiformes","No","Yes","No",NA,NA,3.06,0.19,3.06,0.19,"Yes","Yes","Polar",1.43693999775375,1.71559005805265,0.180422646741008,0.0105132351820175
