"","rho","p_value"
"rho.501",-0.461892796543951,4.85889692835816e-07
"rho.502",-0.363730335647317,0.000109095045271873
"rho.503",-0.383108454292802,4.27074345328611e-05
"rho.504",-0.420464208082844,5.88202157273068e-06
"rho.505",-0.354855843258788,0.0001643895411318
"rho.506",-0.44318157480367,1.56086402430424e-06
"rho.507",-0.421059651748205,5.68788664708596e-06
"rho.508",-0.505827011948894,2.3491927725543e-08
"rho.509",-0.414104869736797,8.38452541369076e-06
"rho.510",-0.392506937106849,2.65173801753762e-05
"rho.511",-0.461645091979161,4.93680380675891e-07
"rho.512",-0.402086434795165,1.60698763431604e-05
"rho.513",-0.434145121738162,2.67639869272006e-06
"rho.514",-0.431325100539016,3.15693846212791e-06
"rho.515",-0.436222029242939,2.36766596371532e-06
"rho.516",-0.4424384611093,1.63259424848458e-06
"rho.517",-0.40829333956288,1.15201220156264e-05
"rho.518",-0.437022305529183,2.25795664801546e-06
"rho.519",-0.395860475830158,2.22917975233478e-05
"rho.520",-0.435598004281641,2.45669328598583e-06
"rho.521",-0.398523299901649,1.93956180173038e-05
"rho.522",-0.385394957967786,3.80827317641033e-05
"rho.523",-0.37351942950584,6.84337123482297e-05
"rho.524",-0.427942980519769,3.84088410085032e-06
"rho.525",-0.361543866508114,0.000120826317852136
"rho.526",-0.37370044438011,6.78365191576398e-05
"rho.527",-0.398709078325241,1.92073484307408e-05
"rho.528",-0.318300365754989,0.00078752303724487
"rho.529",-0.462597801843737,4.64350756207224e-07
"rho.530",-0.464936704561273,3.9920997535522e-07
"rho.531",-0.35595145960305,0.000156376444577305
"rho.532",-0.3692227080166,8.41333309029504e-05
"rho.533",-0.470548165663628,2.76505314236495e-07
"rho.534",-0.38115539907042,4.70683196869474e-05
"rho.535",-0.398761477367793,1.91545577468703e-05
"rho.536",-0.392545045501432,2.64654042763136e-05
"rho.537",-0.450665110789918,9.86886801336588e-07
"rho.538",-0.324392945338956,0.000614631311650285
"rho.539",-0.368517702716814,8.70093185751658e-05
"rho.540",-0.39607959909901,2.20389508420144e-05
"rho.541",-0.407969418208924,1.17239080864852e-05
"rho.542",-0.329813864468396,0.000490838017966036
"rho.543",-0.392192542851538,2.69498467545723e-05
"rho.544",-0.33226709236968,0.000442732941229871
"rho.545",-0.403424992154895,1.49651574564347e-05
"rho.546",-0.394002691594234,2.45475202144066e-05
"rho.547",-0.35211680239813,0.000186117987802476
"rho.548",-0.452422860490061,8.84733256291408e-07
"rho.549",-0.352035822059641,0.000186799151874365
"rho.550",-0.40040966543351,1.75619188925313e-05
"rho.551",-0.336620976450794,0.000367892148125969
"rho.552",-0.31178859383061,0.00102061143647145
"rho.553",-0.376968239215607,5.78572438429854e-05
"rho.554",-0.241492896472837,0.011807420025927
"rho.555",-0.413585642860602,8.62801179075036e-06
"rho.556",-0.348329780686439,0.00022056095471801
"rho.557",-0.311836229323838,0.00101869900819548
"rho.558",-0.354107966015095,0.000170076239219959
"rho.559",-0.42635671859525,4.2078462536399e-06
"rho.560",-0.379731097822879,5.05072630546627e-05
"rho.561",-0.371156709041691,7.66919590617913e-05
"rho.562",-0.396870348286609,2.11487016914161e-05
"rho.563",-0.392997582687105,2.58554463692895e-05
"rho.564",-0.304509890465246,0.00135443408458802
"rho.565",-0.333329363868683,0.000423281343104698
"rho.566",-0.276624072729093,0.00375446898228819
"rho.567",-0.421998070964812,5.39415438381966e-06
"rho.568",-0.493946719937625,5.5597863598815e-08
"rho.569",-0.370799442842474,7.8018657217235e-05
"rho.570",-0.480751688313242,1.39408092763993e-07
"rho.571",-0.43804170508428,2.1251662297541e-06
"rho.572",-0.49002155529557,7.33802665213773e-08
"rho.573",-0.421612223469659,5.51315120754281e-06
"rho.574",-0.394540972667719,2.38728353960394e-05
"rho.575",-0.338888425928486,0.000333710098995647
"rho.576",-0.308144478598605,0.0011770022706469
"rho.577",-0.453870979484217,8.08196740049191e-07
"rho.578",-0.539943552199376,1.63445978173546e-09
"rho.579",-0.43258744110958,2.93253623205506e-06
"rho.580",-0.498819830894934,3.92022857389182e-08
"rho.581",-0.496442819782816,4.65185339518543e-08
"rho.582",-0.482761906127498,1.21491500250786e-07
"rho.583",-0.361791571072904,0.000119440717390934
"rho.584",-0.37193316758132,7.38807752926207e-05
"rho.585",-0.360057639119375,0.00012945855846873
"rho.586",-0.337321218201258,0.000357006301405039
"rho.587",-0.397637279727593,2.0317593879938e-05
"rho.588",-0.414385919146847,8.25544503103219e-06
"rho.589",-0.419792547628318,6.10850269964589e-06
"rho.590",-0.382941730066501,4.30644126907642e-05
"rho.591",-0.462874087704465,4.56159967902951e-07
"rho.592",-0.411551607299732,9.64750022577301e-06
"rho.593",-0.423303283479282,5.00933823020005e-06
"rho.594",-0.294068190349488,0.00200770979986692
"rho.595",-0.386400066874914,3.62018477228218e-05
"rho.596",-0.405387574475922,1.34737714561406e-05
"rho.597",-0.292529563918197,0.00212502311224813
"rho.598",-0.410179705094742,1.0398044013918e-05
"rho.599",-0.443476914861688,1.53319368453086e-06
"rho.600",-0.387810077474487,3.37094005921748e-05
"rho.601",-0.360881733152234,0.000124603811174034
"rho.602",-0.449340844078156,1.07113629863085e-06
"rho.603",-0.462126210460772,4.78655525712835e-07
"rho.604",-0.368584392407334,8.67333951955502e-05
"rho.605",-0.41280442077165,9.00693998303877e-06
"rho.606",-0.349068130831486,0.000213414678556229
"rho.607",-0.391096926507275,2.85091399257726e-05
"rho.608",-0.258927486994586,0.00681296446445116
"rho.609",-0.490645580256868,7.02295043368161e-08
"rho.610",-0.348277381643887,0.000221076431762134
"rho.611",-0.335706374980801,0.000382571164428052
"rho.612",-0.44162865772441,1.71431342446866e-06
"rho.613",-0.37380047891589,6.75085801507751e-05
"rho.614",-0.424384609175576,4.71030899330036e-06
"rho.615",-0.370823260589089,7.79295495452883e-05
"rho.616",-0.355198818810035,0.000161841054081552
"rho.617",-0.461192554793487,5.08220940848706e-07
"rho.618",-0.431925307753699,3.04828984485474e-06
"rho.619",-0.398008836574778,1.9926060896501e-05
"rho.620",-0.397270486429731,2.07111801751726e-05
"rho.621",-0.405011254079414,1.37484461401303e-05
"rho.622",-0.422445844601163,5.25909822368391e-06
"rho.623",-0.455076157462907,7.49335046723772e-07
"rho.624",-0.405411392222537,1.34565617617871e-05
"rho.625",-0.443853235258196,1.49860940506628e-06
"rho.626",-0.372723916768919,7.11168053366327e-05
"rho.627",-0.411156232705932,9.85839915511517e-06
"rho.628",-0.436017196622055,2.39654651123673e-06
"rho.629",-0.392949947193877,2.5919026321554e-05
"rho.630",-0.353464886856506,0.000175111353028737
"rho.631",-0.412394755529882,9.21185707093763e-06
"rho.632",-0.411989853837437,9.4186993548426e-06
"rho.633",-0.361610556198635,0.00012045180939908
"rho.634",-0.356094366082737,0.000155358396454192
"rho.635",-0.405101761516549,1.36819084340402e-05
"rho.636",-0.398189851449047,1.97378900001215e-05
"rho.637",-0.351516595183447,0.000191221790412911
"rho.638",-0.437713020181001,2.16715239843458e-06
"rho.639",-0.260561384412334,0.00645867143439215
"rho.640",-0.373914804099639,6.71356035024799e-05
"rho.641",-0.482833359367341,1.20896940908297e-07
"rho.642",-0.550370961667165,6.81022412840972e-10
"rho.643",-0.369808624583315,8.18107884947559e-05
"rho.644",-0.506589179840555,2.22037535442985e-08
"rho.645",-0.379692989428295,5.06024206050919e-05
"rho.646",-0.334301127930551,0.000406179133897047
"rho.647",-0.377549392232998,5.62329118939046e-05
"rho.648",-0.446639911612082,1.26457613022469e-06
"rho.649",-0.360500649206403,0.000126827364105285
"rho.650",-0.361105619970409,0.00012331442059768
"rho.651",-0.313684486461117,0.000946973614019244
"rho.652",-0.463621964948157,4.34671863500301e-07
"rho.653",-0.473153827143244,2.32631386645992e-07
"rho.654",-0.459849233884434,5.53819118704094e-07
"rho.655",-0.353417251363277,0.00017548976744768
"rho.656",-0.434993033517635,2.54601885778036e-06
"rho.657",-0.391773350511125,2.75367574363927e-05
"rho.658",-0.474144645402404,2.17757022229755e-07
"rho.659",-0.369589501314462,8.26722990596134e-05
"rho.660",-0.374605518751457,6.49227770203027e-05
"rho.661",-0.355556085009251,0.000159225381477508
"rho.662",-0.357704445753871,0.000144305527425593
"rho.663",-0.45187505231793,9.15440827760655e-07
"rho.664",-0.40660704310258,1.26187158215436e-05
"rho.665",-0.402348430007923,1.58477947396626e-05
"rho.666",-0.379526265201995,5.10207075069337e-05
"rho.667",-0.372800133558085,7.0855556231923e-05
"rho.668",-0.419682985993892,6.14621775086846e-06
"rho.669",-0.397789713305925,2.01560995045075e-05
"rho.670",-0.429405390161894,3.52954590061945e-06
"rho.671",-0.366493194254589,9.57851009532729e-05
"rho.672",-0.365116528500276,0.000102215816072555
"rho.673",-0.380883876759016,4.77065340859723e-05
"rho.674",-0.387905348460944,3.35469240604861e-05
"rho.675",-0.390168034389313,2.98969631703999e-05
"rho.676",-0.379559610047255,5.09367926010811e-05
"rho.677",-0.386819259215327,3.54433948934562e-05
"rho.678",-0.462726417675455,4.60520559991566e-07
"rho.679",-0.436650748681998,2.30828086239837e-06
"rho.680",-0.336806754874387,0.000364974639071078
"rho.681",-0.374133927368492,6.64260980369198e-05
"rho.682",-0.37722070732972,5.71462836184168e-05
"rho.683",-0.29618796979817,0.0018556786369027
"rho.684",-0.407445427783407,1.20607576358267e-05
"rho.685",-0.394702933344697,2.36732614039282e-05
"rho.686",-0.345104857794848,0.000254446189334701
"rho.687",-0.385637898983252,3.76199103138189e-05
"rho.688",-0.425775565577858,4.35039216960056e-06
"rho.689",-0.427871527279926,3.85674200701135e-06
"rho.690",-0.388748496691095,3.21406259091476e-05
"rho.691",-0.48565814411581,9.94938807338169e-08
"rho.692",-0.405287539940142,1.354627840237e-05
"rho.693",-0.379907349147825,5.00693299329037e-05
"rho.694",-0.483500256272545,1.15479916456908e-07
"rho.695",-0.470862559918938,2.70821303889397e-07
"rho.696",-0.361786807523581,0.000119467223709046
"rho.697",-0.391678079524667,2.76718064439463e-05
"rho.698",-0.395960510365938,2.21760317929835e-05
"rho.699",-0.371328196817314,7.60626400276684e-05
"rho.700",-0.449550440248363,1.05736211743825e-06
"rho.701",-0.304914792157691,0.00133352934927269
"rho.702",-0.432892308266244,2.88064862440916e-06
"rho.703",-0.428071596351487,3.81249499048716e-06
"rho.704",-0.48861630824532,8.09769103343031e-08
"rho.705",-0.425480225519839,4.42456940790237e-06
"rho.706",-0.44951233185378,1.05985395139931e-06
"rho.707",-0.383046528151605,4.28397021784713e-05
"rho.708",-0.3539841137327,0.0001710354035261
"rho.709",-0.436136285355127,2.3797151879825e-06
"rho.710",-0.349072894380809,0.00021336927745757
"rho.711",-0.44184301744394,1.69231267317993e-06
"rho.712",-0.406773767328881,1.25058601778908e-05
"rho.713",-0.451855998120638,9.16526908140428e-07
"rho.714",-0.420878636873935,5.74625467400892e-06
"rho.715",-0.484195734473685,1.10077677139358e-07
"rho.716",-0.418211049253121,6.67468714996754e-06
"rho.717",-0.341708447127633,0.00029528813804731
"rho.718",-0.431791928372658,3.07212398702873e-06
"rho.719",-0.418830310665096,6.44733556308253e-06
"rho.720",-0.353474413955152,0.00017503576096824
"rho.721",-0.480399185663348,1.42798854946167e-07
"rho.722",-0.330790392079587,0.000471141246494708
"rho.723",-0.429272010780854,3.5569215335813e-06
"rho.724",-0.407154851274711,1.22514590014984e-05
"rho.725",-0.386571554650537,3.58897539371958e-05
"rho.726",-0.362272689554515,0.000116791556903751
"rho.727",-0.413609460607217,8.61669845950134e-06
"rho.728",-0.31048338131614,0.00107430341758313
"rho.729",-0.376396613296861,5.94975892070235e-05
"rho.730",-0.348901406605185,0.00021500936167551
"rho.731",-0.393197651758667,2.55900037574254e-05
"rho.732",-0.422426790403872,5.26477968779224e-06
"rho.733",-0.439837563179006,1.90902937903806e-06
"rho.734",-0.428114468295393,3.80307609082635e-06
"rho.735",-0.31833371060025,0.000786466421001385
"rho.736",-0.405339938982693,1.35082529448873e-05
"rho.737",-0.372295197329859,7.26031438557854e-05
"rho.738",-0.325202748723846,0.000594480061105678
"rho.739",-0.360977004138691,0.000124053610815947
"rho.740",-0.410760858112133,1.00736329210565e-05
"rho.741",-0.332600540822282,0.000436540257706541
"rho.742",-0.439775637037809,1.91612245552447e-06
"rho.743",-0.359733717765419,0.000131414436988663
"rho.744",-0.355084493626286,0.000162686449732882
"rho.745",-0.363649355308828,0.000109509942442814
"rho.746",-0.419549606612851,6.19242817246113e-06
"rho.747",-0.474101773458498,2.1838142813016e-07
"rho.748",-0.51051434448261,1.65705693282846e-08
"rho.749",-0.431091686622195,3.20017123260405e-06
"rho.750",-0.345919424729061,0.000245460468988793
"rho.751",-0.285746269682412,0.00271958863486782
"rho.752",-0.42564694974614,4.38254963696806e-06
"rho.753",-0.399657024640495,1.82731087070765e-05
"rho.754",-0.477336223448735,1.75760034655674e-07
"rho.755",-0.347896297698057,0.000224859024190259
"rho.756",-0.316733158027761,0.000838673804336444
"rho.757",-0.362539448316597,0.000115346355610583
"rho.758",-0.419306665597384,6.27744030054164e-06
"rho.759",-0.43624108344023,2.36499620970824e-06
"rho.760",-0.441757273556128,1.70108068396949e-06
"rho.761",-0.434750092502168,2.58274730528351e-06
"rho.762",-0.309745031171093,0.00110580503775584
"rho.763",-0.336125567321215,0.00037577756765301
"rho.764",-0.4256802945914,4.37419102957366e-06
"rho.765",-0.419959271854619,6.05152880538314e-06
"rho.766",-0.461259244484008,5.06052840183293e-07
"rho.767",-0.362901478065136,0.000113411590969848
"rho.768",-0.391249360085608,2.82872438655742e-05
"rho.769",-0.47365876337147,2.24934263536098e-07
"rho.770",-0.325298019710304,0.000592149609923546
"rho.771",-0.34462850286256,0.000259840916924473
"rho.772",-0.40072405968882,1.72726069669829e-05
"rho.773",-0.324783556383432,0.000604834352761333
"rho.774",-0.368174727165566,8.84413113912006e-05
"rho.775",-0.379988329486314,4.98693091400951e-05
"rho.776",-0.448307153875091,1.14159421580186e-06
"rho.777",-0.430181848701524,3.37409258298025e-06
"rho.778",-0.412813947870295,9.00222594478087e-06
"rho.779",-0.441252337327902,1.75359373044446e-06
"rho.780",-0.431991997444219,3.03643843922557e-06
"rho.781",-0.439051577540731,2.00093023660405e-06
"rho.782",-0.399171142609561,1.87465010739463e-05
"rho.783",-0.358423741701626,0.000139607531730858
"rho.784",-0.361696300086446,0.000119971883631405
"rho.785",-0.376553810424516,5.90422192789443e-05
"rho.786",-0.38713841701996,3.48759369034722e-05
"rho.787",-0.420545188421333,5.855256803334e-06
"rho.788",-0.337521287272819,0.000353951047967084
"rho.789",-0.431872908711147,3.05763233145777e-06
"rho.790",-0.35560372050248,0.000158879603171976
"rho.791",-0.385580736391378,3.77283335551792e-05
"rho.792",-0.430648676535166,3.28376891974813e-06
"rho.793",-0.489397530334273,7.66656885835239e-08
"rho.794",-0.399171142609561,1.87465010739463e-05
"rho.795",-0.447997523169104,1.16354035091705e-06
"rho.796",-0.346429124506609,0.000239988023086806
"rho.797",-0.351821462340112,0.000188613398299916
"rho.798",-0.333929571083366,0.000412641647475663
"rho.799",-0.397851639447122,2.00908371870882e-05
"rho.800",-0.442852889900391,1.59221455528086e-06
"rho.801",-0.409589024978704,1.07378324279e-05
"rho.802",-0.443615057792052,1.52041125479276e-06
"rho.803",-0.427561896573939,3.92617711766088e-06
"rho.804",-0.44842147905884,1.13359071238138e-06
"rho.805",-0.319967608017998,0.000736253617134618
"rho.806",-0.377649426768779,5.59576461753821e-05
"rho.807",-0.428914744581637,3.63124105239302e-06
"rho.808",-0.449245573091699,1.07745339892357e-06
"rho.809",-0.341303545435188,0.000300541456200518
"rho.810",-0.41467173210622,8.12609843470264e-06
"rho.811",-0.453170737733754,8.44385932390284e-07
"rho.812",-0.375053292387808,6.35248111129285e-05
"rho.813",-0.421940908372938,5.41162929236292e-06
"rho.814",-0.369494230328005,8.3049498536627e-05
"rho.815",-0.309311548182711,0.00112468951195706
"rho.816",-0.256202736781897,0.00744219418092331
"rho.817",-0.434192757231391,2.66890961179362e-06
"rho.818",-0.30808731600673,0.00117962056602852
"rho.819",-0.333758083307742,0.000415656157297
"rho.820",-0.475549892452654,1.9820650411403e-07
"rho.821",-0.390120398896085,2.99698121859369e-05
"rho.822",-0.411618296990252,9.61234833046282e-06
"rho.823",-0.475916685750516,1.93385608863424e-07
"rho.824",-0.411894582850979,9.46799969618085e-06
"rho.825",-0.386023746478406,3.6895644307991e-05
"rho.826",-0.38650962850934,3.60021628424806e-05
"rho.827",-0.469814579067904,2.90212859644539e-07
"rho.828",-0.37492467655609,6.3923452180217e-05
"rho.829",-0.423565278692041,4.93528401291024e-06
"rho.830",-0.432244465558332,2.99196587653201e-06
"rho.831",-0.363020566798208,0.000112781779120624
"rho.832",-0.382117636033643,4.48702505304036e-05
"rho.833",-0.432635076602808,2.92437094711361e-06
"rho.834",-0.388086363335214,3.32402366728259e-05
"rho.835",-0.456138428961909,7.00849501083174e-07
"rho.836",-0.386481047213403,3.6054154933767e-05
"rho.837",-0.367760298374476,9.02009112005994e-05
"rho.838",-0.358109347446316,0.00014164321367744
"rho.839",-0.401190887522463,1.68512695001794e-05
"rho.840",-0.415076633798665,7.94612261795338e-06
"rho.841",-0.412261376148841,9.27951618417844e-06
"rho.842",-0.449669528981435,1.04961090579774e-06
"rho.843",-0.403596479930518,1.48289005878249e-05
"rho.844",-0.368427195279679,8.73850936699234e-05
"rho.845",-0.328051351218929,0.000528315343216028
"rho.846",-0.384132617397222,4.05745634323824e-05
"rho.847",-0.380112181768709,4.95648384985914e-05
"rho.848",-0.440318681660617,1.85476249087673e-06
"rho.849",-0.401862547976989,1.62619686803155e-05
"rho.850",-0.316309202138025,0.000853023565874058
"rho.851",-0.35947172255266,0.000133016436424264
"rho.852",-0.331195293772032,0.000463189555487836
"rho.853",-0.357694918655225,0.000144368725778995
"rho.854",-0.388591299563439,3.23985571834906e-05
"rho.855",-0.346938824284157,0.000234628593863917
"rho.856",-0.283712234121542,0.00292501824753459
"rho.857",-0.499944028535134,3.61382564785771e-08
"rho.858",-0.441199938285351,1.7591302812998e-06
"rho.859",-0.472706053506894,2.39666381208262e-07
"rho.860",-0.443267318691482,1.55278233540484e-06
"rho.861",-0.382689261952388,4.36102945277094e-05
"rho.862",-0.469100046669472,3.04184420770425e-07
"rho.863",-0.361105619970409,0.00012331442059768
"rho.864",-0.353993640831346,0.00017096144398759
"rho.865",-0.414133451032734,8.37131226302934e-06
"rho.866",-0.37598218450577,6.07138717407017e-05
"rho.867",-0.402238868373497,1.59403121117491e-05
"rho.868",-0.439365971796041,1.96367827673573e-06
"rho.869",-0.315046861567461,0.000897089706203129
"rho.870",-0.433468697734313,2.78491223149688e-06
"rho.871",-0.374948494302705,6.38494541211151e-05
"rho.872",-0.309940336693331,0.00109739146906808
"rho.873",-0.399390265878413,1.85316025503066e-05
"rho.874",-0.416610496680633,7.29782448948908e-06
"rho.875",-0.401357611748764,1.67031457603107e-05
"rho.876",-0.415448190645849,7.78427901454579e-06
"rho.877",-0.40745019133273,1.20576547729729e-05
"rho.878",-0.404896928895665,1.38329286385305e-05
"rho.879",-0.481075609667198,1.36360044091946e-07
"rho.880",-0.39411225322866,2.44087623603511e-05
"rho.881",-0.449555203797686,1.05705102922751e-06
"rho.882",-0.401591025665585,1.64978262130796e-05
"rho.883",-0.420526134224042,5.86154404052258e-06
"rho.884",-0.395498446081619,2.27155150522303e-05
"rho.885",-0.345643138868333,0.000248474841008926
"rho.886",-0.360300580134842,0.000128009432191834
"rho.887",-0.361015112533274,0.000123834163404395
"rho.888",-0.396098653296302,2.20170918019546e-05
"rho.889",-0.418153886661246,6.69605025752713e-06
"rho.890",-0.426499625074936,4.17347597183212e-06
"rho.891",-0.362277453103838,0.000116765602804041
"rho.892",-0.407750294940072,1.18636812194999e-05
"rho.893",-0.277581546142992,0.00363131907379758
"rho.894",-0.426966452908579,4.06303831531062e-06
"rho.895",-0.389196270327445,3.14164129283739e-05
"rho.896",-0.449779090615861,1.04252742262534e-06
"rho.897",-0.29622131464343,0.00185337276106897
"rho.898",-0.390887330337069,2.8816911033058e-05
"rho.899",-0.341660811634404,0.000295901745071768
"rho.900",-0.353045694516092,0.000178467518305122
"rho.901",-0.477560110266911,1.7312391252931e-07
"rho.902",-0.408626788015482,1.13138264454844e-05
"rho.903",-0.496557144966565,4.61386294721321e-08
"rho.904",-0.38943444779359,3.10374480595222e-05
"rho.905",-0.349134820522006,0.000212779876128272
"rho.906",-0.281668671462025,0.00314536387525088
"rho.907",-0.40589727425347,1.31099631521974e-05
"rho.908",-0.374372104834636,6.56628328479855e-05
"rho.909",-0.303176096654838,0.00142542157077289
"rho.910",-0.331104786334897,0.000464956204909187
"rho.911",-0.3946410072035,2.37493836278348e-05
"rho.912",-0.396189160733437,2.19135388446019e-05
"rho.913",-0.372185635695433,7.29876051698086e-05
"rho.914",-0.393750223480121,2.4870087590454e-05
"rho.915",-0.475607055044529,1.97447738627279e-07
"rho.916",-0.438184611563966,2.10715258096775e-06
"rho.917",-0.377358850260083,5.67607283523833e-05
"rho.918",-0.408431482493244,1.14342309892955e-05
"rho.919",-0.396270141071926,2.18212736828127e-05
"rho.920",-0.454242536331402,7.89597177400891e-07
"rho.921",-0.471905777220649,2.52746969148545e-07
"rho.922",-0.324645413453069,0.000608282638434014
"rho.923",-0.38999654661369,3.01599985962757e-05
"rho.924",-0.398809112861022,1.91066844416064e-05
"rho.925",-0.456614783894197,6.80088486444822e-07
"rho.926",-0.380269378896364,4.91808959610913e-05
"rho.927",-0.486763287558719,9.21473583946154e-08
"rho.928",-0.363249217165706,0.000111581646132957
"rho.929",-0.413271248605292,8.77866512583241e-06
"rho.930",-0.338740755899477,0.000335843801895939
"rho.931",-0.406730895384975,1.25347891858413e-05
"rho.932",-0.340603303684724,0.000309830678790924
"rho.933",-0.289838158550768,0.00234521503228791
"rho.934",-0.402786676545628,1.54827465860241e-05
"rho.935",-0.434197520780714,2.66816179491657e-06
"rho.936",-0.333781901054357,0.000415236266566053
"rho.937",-0.292558145214134,0.00212278860990289
"rho.938",-0.34722463724353,0.000231671965114067
"rho.939",-0.380898167406985,4.76727432394342e-05
"rho.940",-0.311802884478578,0.00102003736435364
"rho.941",-0.431787164823335,3.07297845647391e-06
"rho.942",-0.33135725444901,0.000460043582370384
"rho.943",-0.361539102958791,0.000120853109820448
"rho.944",-0.357599647668768,0.000145002123818632
"rho.945",-0.361677245889155,0.000120078379966645
"rho.946",-0.383627681168996,4.16133493301758e-05
"rho.947",-0.342189565609244,0.000289156222284011
"rho.948",-0.448178538043373,1.15066220694588e-06
"rho.949",-0.449674292530758,1.04930198125478e-06
"rho.950",-0.437374808179076,2.21117446467237e-06
"rho.951",-0.403353538915051,1.50222776891868e-05
"rho.952",-0.449178883401178,1.08189637764815e-06
"rho.953",-0.428409808353412,3.73878525383155e-06
"rho.954",-0.383084636546188,4.27582614489935e-05
"rho.955",-0.487292041533559,8.88183171910275e-08
"rho.956",-0.360638792136767,0.000126017101212347
"rho.957",-0.374900858809476,6.39975302451728e-05
"rho.958",-0.448516750045298,1.12696180543508e-06
"rho.959",-0.479074918951587,1.5625305248905e-07
"rho.960",-0.521318074346907,7.2631737250456e-09
"rho.961",-0.375153326923589,6.321636185357e-05
"rho.962",-0.432801800829109,2.89596143237299e-06
"rho.963",-0.413318884098521,8.75568069136224e-06
"rho.964",-0.406730895384975,1.25347891858413e-05
"rho.965",-0.358609520125219,0.000138417430744564
"rho.966",-0.362763335134772,0.000114146268609889
"rho.967",-0.342337235638253,0.0002872978657421
"rho.968",-0.433854545229466,2.7225143053322e-06
"rho.969",-0.366755189467347,9.46047416213935e-05
"rho.970",-0.348539376856646,0.000218510148750147
"rho.971",-0.462250062743167,4.74858682296134e-07
"rho.972",-0.346576794535618,0.000238423757691824
"rho.973",-0.429853163798245,3.439091079841e-06
"rho.974",-0.407845565926529,1.18027187663276e-05
"rho.975",-0.400833621323247,1.7172842282646e-05
"rho.976",-0.47390646793626,2.21247584963835e-07
"rho.977",-0.407469245530022,1.20452508290124e-05
"rho.978",-0.398313703731442,1.96101039139121e-05
"rho.979",-0.338383489700261,0.00034105813528766
"rho.980",-0.42705219679639,4.04305630090502e-06
"rho.981",-0.355632301798417,0.000158672470654968
"rho.982",-0.334091531760344,0.000409813103994276
"rho.983",-0.465779852791423,3.77935156574162e-07
"rho.984",-0.388238796913546,3.29840117369962e-05
"rho.985",-0.345900370531769,0.000245667266231584
"rho.986",-0.369008348297071,8.49982789091305e-05
"rho.987",-0.39959986204862,1.83282135714673e-05
"rho.988",-0.351187910280168,0.000194071369793391
"rho.989",-0.389772659795514,3.05066692492101e-05
"rho.990",-0.372723916768919,7.11168053366327e-05
"rho.991",-0.421312119862317,5.60741215454052e-06
"rho.992",-0.432149194571874,3.0086751263199e-06
"rho.993",-0.328522942601895,0.000518038195551311
"rho.994",-0.437632039842512,2.17761671642357e-06
"rho.995",-0.44898357787894,1.09500814022999e-06
"rho.996",-0.383861095085817,4.11301025371762e-05
"rho.997",-0.467971085479949,3.27571929530609e-07
"rho.998",-0.369141727678111,8.44591209058666e-05
"rho.999",-0.422536352038298,5.23219019501534e-06
"rho.1000",-0.355760917630135,0.000157743470401023
